iter	Passed	Remaining
343	5104	11321
344	5117	11302
345	5131	11285
346	5145	11269
347	5159	11252
348	5173	11235
349	5188	11222
350	5202	11205
351	5216	11188
352	5229	11170
353	5243	11152
354	5256	11135
355	5270	11118
356	5283	11099
357	5298	11084
358	5312	11068
359	5324	11049
360	5338	11032
361	5352	11015
362	5364	10995
363	5378	10978
364	5391	10960
365	5407	10947
366	5422	10933
367	5436	10917
368	5450	10901
369	5463	10882
370	5477	10865
371	5490	10847
372	5503	10830
373	5517	10813
374	5530	10796
375	5543	10776
376	5556	10759
377	5569	10741
378	5583	10724
379	5596	10707
380	5610	10691
381	5626	10678
382	5672	10723
383	5686	10706
384	5701	10692
385	5714	10674
386	5728	10658
387	5741	10638
388	5754	10621
389	5767	10604
390	5781	10586
391	5794	10569
392	5807	10551
393	5822	10536
394	5836	10521
395	5851	10506
396	5865	10490
397	5878	10472
398	5892	10455
399	5904	10435
400	5916	10417
401	5930	10400
402	5943	10382
403	5956	10365
404	5969	10346
405	5982	10329
406	5995	10312
407	6009	10294
408	6026	10285
409	6041	10270
410	6053	10251
411	6066	10233
412	6080	10216
413	6093	10200
414	6106	10183
415	6134	10189
416	6148	10174
417	6162	10158
418	6176	10142
419	6190	10125
420	6203	10109
421	6218	10093
422	6233	10079
423	6246	10062
424	6261	10047
425	6274	10030
426	6287	10013
427	6301	9996
428	6313	9978
429	6327	9961
430	6340	9945
431	6354	9928
432	6367	9911
433	6379	9891
434	6392	9875
435	6405	9858
436	6418	9840
437	6433	9826
438	6448	9812
439	6467	9804
440	6481	9789
441	6494	9771
442	6508	9754
443	6520	9735
444	6533	9718
445	6546	9701
446	6560	9686
447	6573	9669
448	6588	9655
449	6602	9640
450	6617	9624
451	6631	9609
452	6645	9593
453	6661	9580
454	6675	9566
455	6689	9549
456	6703	9533
457	6715	9515
458	6729	9499
459	6742	9484
460	6755	9467
461	6769	9450
462	6782	9434
463	6795	9417
464	6809	9400
465	6824	9386
466	6839	9373
467	6853	9357
468	6867	9342
469	6881	9326
470	6893	9307
471	6906	9291
472	6919	9274
473	6933	9259
474	6945	9241
475	6958	9224
476	6971	9207
477	6983	9189
478	6996	9173
479	7008	9154
480	7022	9139
481	7035	9123
482	7052	9111
483	7067	9096
484	7080	9080
485	7094	9064
486	7107	9048
487	7120	9031
488	7134	9016
489	7147	9000
490	7161	8984
491	7174	8968
492	7187	8952
493	7200	8935
494	7213	8918
495	7227	8903
496	7242	8889
497	7288	8912
498	7303	8898
499	7316	8881
500	7328	8864
501	7342	8848
502	7355	8832
503	7369	8816
504	7382	8800
505	7394	8782
506	7408	8767
507	7421	8750
508	7434	8735
509	7449	8720
510	7464	8706
511	7478	8691
512	7492	8675
513	7505	8659
514	7519	8643
515	7532	8627
516	7544	8609
517	7558	8594
518	7586	8595
519	7599	8578
520	7612	8562
521	7624	8544
522	7638	8529
523	7652	8514
524	7667	8500
525	7682	8486
526	7698	8472
527	7712	8457
528	7724	8439
529	7736	8422
530	7749	8406
531	7763	8391
532	7777	8375
533	7788	8357
534	7802	8342
535	7815	8326
536	7828	8309
537	7842	8294
538	7854	8277
539	7869	8263
540	7883	8248
541	7897	8232
542	7911	8217
543	7924	8201
544	7938	8185
545	7950	8168
546	7963	8152
547	7977	8137
548	7990	8121
549	8003	8104
550	8016	8088
551	8029	8073
552	8042	8057
553	8056	8042
554	8071	8027
555	8086	8013
556	8133	8031
557	8146	8015
558	8160	7999
559	8173	7983
560	8187	7968
561	8200	7952
562	8212	7935
563	8225	7919
564	8238	7903
565	8252	7887
566	8266	7873
567	8279	7856
568	8294	7842
569	8309	7828
570	8323	7813
571	8336	7797
572	8350	7782
573	8363	7766
574	8375	7749
575	8390	7734
576	8403	7719
577	8420	7707
578	8439	7695
579	8452	7680
580	8466	7664
581	8479	7649
582	8493	7633
583	8508	7619
584	8523	7605
585	8537	7590
586	8551	7575
587	8564	7559
588	8578	7544
589	8590	7527
590	8604	7512
591	8618	7497
592	8631	7481
593	8645	7466
594	8656	7449
595	8669	7433
596	8684	7419
597	8699	7404
598	8713	7389
599	8729	7376
600	8743	7361
601	8756	7345
602	8768	7329
603	8781	7313
604	8794	7297
605	8809	7282
606	8822	7267
607	8834	7250
608	8848	7235
609	8861	7219
610	8874	7204
611	8888	7188
612	8900	7172
613	8913	7157
614	8961	7168
615	8980	7157
616	8994	7143
617	9008	7128
618	9022	7112
619	9036	7097
620	9048	7081
621	9063	7066
622	9077	7051
623	9090	7036
624	9104	7021
625	9119	7006
626	9134	6993
627	9148	6977
628	9161	6962
629	9175	6947
630	9189	6931
631	9202	6916
632	9215	6900
633	9227	6884
634	9241	6869
635	9254	6853
636	9267	6837
637	9280	6822
638	9293	6806
639	9306	6790
640	9320	6775
641	9336	6762
642	9351	6748
643	9366	6733
644	9381	6719
645	9395	6704
646	9409	6689
647	9423	6675
648	9438	6660
649	9452	6645
650	9465	6629
651	9478	6614
652	9491	6598
653	9504	6583
654	9518	6568
655	9532	6553
656	9548	6539
657	9564	6526
658	9578	6511
659	9591	6495
660	9603	6479
661	9616	6464
662	9630	6449
663	9644	6434
664	9658	6419
665	9670	6403
666	9683	6387
667	9696	6372
668	9709	6356
669	9722	6341
670	9735	6325
671	9755	6314
672	9798	6318
673	9811	6303
674	9823	6287
675	9837	6272
676	9849	6256
677	9863	6241
678	9876	6225
679	9889	6210
680	9902	6194
681	9914	6178
682	9928	6163
683	9941	6147
684	9956	6133
685	9972	6120
686	9987	6105
687	10000	6090
688	10013	6075
689	10026	6059
690	10040	6044
691	10054	6029
692	10068	6014
693	10080	5998
694	10093	5983
695	10107	5968
696	10120	5953
697	10133	5938
698	10145	5922
699	10159	5906
700	10177	5894
701	10193	5880
702	10206	5865
703	10220	5850
704	10233	5835
705	10245	5819
706	10258	5803
707	10272	5788
708	10285	5773
709	10298	5758
710	10312	5743
711	10324	5727
712	10337	5712
713	10351	5697
714	10365	5682
715	10378	5667
716	10393	5653
717	10408	5639
718	10421	5624
719	10435	5608
720	10448	5593
721	10461	5578
722	10474	5563
723	10487	5548
724	10502	5533
725	10515	5518
726	10530	5504
727	10543	5489
728	10556	5473
729	10568	5458
730	10584	5444
731	10599	5430
732	10643	5430
733	10661	5417
734	10674	5402
735	10687	5387
736	10700	5372
737	10714	5357
738	10728	5342
739	10742	5327
740	10754	5312
741	10767	5296
742	10780	5281
743	10794	5266
744	10807	5251
745	10822	5237
746	10839	5223
747	10852	5208
748	10865	5193
749	10879	5178
750	10893	5163
751	10908	5149
752	10921	5134
753	10935	5119
754	10947	5103
755	10959	5088
756	10973	5073
757	10987	5058
758	11001	5044
759	11014	5029
760	11029	5014
761	11043	4999
762	11056	4984
763	11071	4970
764	11084	4955
765	11099	4941
766	11112	4926
767	11125	4910
768	11138	4895
769	11151	4880
770	11164	4865
771	11177	4850
772	11189	4834
773	11203	4820
774	11216	4805
775	11230	4790
776	11245	4776
777	11260	4761
778	11272	4746
779	11286	4731
780	11299	4716
781	11313	4701
782	11327	4687
783	11339	4671
784	11352	4656
785	11365	4641
786	11380	4627
787	11394	4612
788	11408	4598
789	11421	4583
790	11434	4568
791	11454	4555
792	11495	4551
793	11510	4537
794	11523	4522
795	11536	4507
796	11549	4492
797	11563	4477
798	11576	4462
799	11589	4447
800	11601	4432
801	11615	4417
802	11630	4402
803	11644	4388
804	11659	4374
805	11672	4359
806	11686	4344
807	11698	4329
808	11729	4320
809	11742	4305
810	11755	4290
811	11768	4275
812	11781	4260
813	11795	4245
814	11808	4230
815	11821	4215
816	11834	4200
817	11848	4185
818	11863	4171
819	11877	4157
820	11891	4142
821	11904	4127
822	11918	4112
823	11931	4097
824	11945	4083
825	11958	4068
826	11971	4053
827	11984	4038
828	11998	4023
829	12010	4008
830	12023	3993
831	12037	3978
832	12051	3964
833	12067	3950
834	12081	3935
835	12094	3920
836	12106	3905
837	12119	3890
838	12131	3875
839	12144	3860
840	12157	3845
841	12170	3830
842	12185	3816
843	12198	3801
844	12211	3786
845	12223	3770
846	12236	3756
847	12250	3741
848	12265	3727
849	12305	3720
850	12323	3707
851	12335	3692
852	12349	3677
853	12362	3662
854	12378	3648
855	12396	3634
856	12409	3619
857	12421	3604
858	12434	3589
859	12448	3575
860	12460	3560
861	12474	3545
862	12491	3531
863	12504	3516
864	12524	3503
865	12536	3488
866	12548	3473
867	12562	3459
868	12576	3444
869	12589	3429
870	12604	3415
871	12616	3400
872	12629	3385
873	12642	3370
874	12656	3355
875	12670	3341
876	12682	3326
877	12699	3312
878	12713	3297
879	12726	3282
880	12739	3268
881	12753	3253
882	12765	3238
883	12778	3223
884	12792	3208
885	12804	3193
886	12817	3179
887	12829	3163
888	12842	3149
889	12855	3134
890	12869	3119
891	12885	3105
892	12900	3091
893	12916	3077
894	12929	3062
895	12941	3047
896	12955	3032
897	12968	3018
898	12982	3003
899	12995	2988
900	13008	2974
901	13021	2959
902	13034	2944
903	13047	2929
904	13060	2915
905	13074	2900
906	13087	2885
907	13100	2871
908	13114	2856
909	13156	2848
910	13177	2835
911	13189	2820
912	13202	2805
913	13215	2790
914	13229	2775
915	13242	2761
916	13255	2746
917	13268	2731
918	13282	2717
919	13294	2702
920	13308	2687
921	13321	2672
922	13337	2658
923	13351	2644
924	13365	2629
925	13378	2614
926	13391	2600
927	13404	2585
928	13417	2570
929	13430	2556
930	13443	2541
931	13457	2526
932	13469	2512
933	13482	2497
934	13496	2482
935	13509	2468
936	13523	2453
937	13536	2438
938	13553	2424
939	13566	2410
940	13580	2395
941	13594	2381
942	13607	2366
943	13620	2351
944	13634	2337
945	13648	2322
946	13663	2308
947	13677	2294
948	13690	2279
949	13704	2264
950	13718	2250
951	13730	2235
952	13744	2220
953	13760	2206
954	13773	2192
955	13786	2177
956	13799	2162
957	13812	2148
958	13825	2133
959	13839	2119
960	13852	2104
961	13866	2090
962	13878	2075
963	13890	2060
964	13904	2045
965	13918	2031
966	13932	2017
967	13946	2002
968	13959	1987
969	14001	1977
970	14020	1963
971	14034	1949
972	14047	1934
973	14060	1919
974	14072	1905
975	14085	1890
976	14098	1876
977	14111	1861
978	14124	1846
979	14137	1832
980	14150	1817
981	14164	1803
982	14179	1788
983	14193	1774
984	14208	1759
985	14221	1745
986	14234	1730
987	14248	1716
988	14261	1701
989	14275	1687
990	14287	1672
991	14300	1657
992	14313	1643
993	14326	1628
994	14340	1614
995	14353	1599
996	14367	1585
997	14380	1570
998	14395	1556
999	14409	1541
1000	14423	1527
1001	14437	1512
1002	14452	1498
1003	14465	1484
1004	14478	1469
1005	14492	1455
1006	14505	1440
1007	14518	1425
1008	14531	1411
1009	14545	1396
1010	14559	1382
1011	14573	1368
1012	14587	1353
1013	14602	1339
1014	14616	1324
1015	14630	1310
1016	14643	1295
1017	14657	1281
1018	14671	1266
1019	14683	1252
1020	14695	1237
1021	14708	1223
1022	14722	1208
1023	14735	1194
1024	14748	1179
1025	14761	1165
1026	14774	1150
1027	14788	1136
1028	14803	1122
1029	14849	1110
1030	14863	1095
1031	14876	1081
1032	14889	1066
1033	14903	1052
1034	14915	1037
1035	14928	1023
1036	14941	1008
1037	14955	994
1038	14968	979
1039	14981	965
1040	14994	950
1041	15007	936
1042	15027	922
1043	15040	907
1044	15054	893
1045	15067	878
1046	15081	864
1047	15094	849
1048	15108	835
1049	15120	820
1050	15134	806
1051	15147	791
1052	15161	777
1053	15175	763
1054	15191	748
1055	15210	734
1056	15225	720
1057	15240	705
1058	15253	691
1059	15268	677
1060	15282	662
1061	15298	648
1062	15311	633
1063	15325	619
1064	15338	604
1065	15352	590
1066	15365	576
1067	15378	561
1068	15392	547
1069	15405	532
1070	15420	518
1071	15434	503
1072	15451	489
1073	15464	475
1074	15478	460
1075	15492	446
1076	15506	431
1077	15519	417
1078	15532	403
1079	15544	388
1080	15557	374
1081	15571	359
1082	15584	345
1083	15597	330
1084	15610	316
1085	15623	302
1086	15637	287
1087	15650	273
1088	15692	259
1089	15713	245
1090	15725	230
1091	15739	216
1092	15753	201
1093	15760	187
1094	15774	172
1095	15787	158
1096	15800	144
1097	15814	129
1098	15829	115
1099	15842	100
1100	15855	86
1101	15870	72
1102	15885	57
1103	15899	43
1104	15912	28
1105	15925	14
1106	15938	0
