iter	RMSE
206	13.92962267
207	13.91779574
208	13.9059138
209	13.89347023
210	13.88264232
211	13.86933528
212	13.8540114
213	13.84420943
214	13.83406715
215	13.81975818
216	13.80986155
217	13.80029324
218	13.78680084
219	13.77662002
220	13.76207215
221	13.75081376
222	13.743679
223	13.73263614
224	13.72450418
225	13.71401135
226	13.71312753
227	13.6989025
228	13.69048864
229	13.67968129
230	13.66626594
231	13.64918319
232	13.63997311
233	13.62512585
234	13.61253991
235	13.60025232
236	13.59107155
237	13.57957196
238	13.57018512
239	13.55860553
240	13.54638789
241	13.53513572
242	13.52079006
243	13.51004497
244	13.50107105
245	13.48700093
246	13.47335914
247	13.46042578
248	13.45080199
249	13.43894649
250	13.42832248
251	13.4147578
252	13.40588951
253	13.39361601
254	13.38152457
255	13.36875082
256	13.35413725
257	13.34228412
258	13.32691003
259	13.3167565
260	13.30744271
261	13.29349103
262	13.28461593
263	13.27499761
264	13.26225847
265	13.24666362
266	13.23620499
267	13.22605063
268	13.21583752
269	13.20108049
270	13.18849092
271	13.17330845
272	13.16678485
273	13.15444805
274	13.14695264
275	13.14006901
276	13.12798008
277	13.11819141
278	13.09813606
279	13.08390029
280	13.07123319
281	13.06017705
282	13.0436689
283	13.03705154
284	13.02356915
285	13.01276889
286	13.00500473
287	12.99331685
288	12.98674281
289	12.97415121
290	12.9646683
291	12.95271332
292	12.94594966
293	12.93374967
294	12.9214557
295	12.91704517
296	12.90097602
297	12.89608004
298	12.88093759
299	12.86540769
300	12.85794411
301	12.84804862
302	12.83878907
303	12.82350682
304	12.81100977
305	12.80438055
306	12.79436727
307	12.78483229
308	12.77387617
309	12.760307
310	12.74710561
311	12.73236498
312	12.72846269
313	12.71623
314	12.71290001
315	12.70590507
316	12.69606125
317	12.68850527
318	12.67575448
319	12.66764859
320	12.6542392
321	12.6405785
322	12.63165672
323	12.62025258
324	12.61190793
325	12.59927154
326	12.5902641
327	12.57314793
328	12.56438365
329	12.555109
330	12.5461775
331	12.54273663
332	12.53931376
333	12.52904929
334	12.52355984
335	12.50790796
336	12.49323916
337	12.48189714
338	12.47099819
339	12.46002019
340	12.44797834
341	12.43694731
342	12.42837917
343	12.42296745
344	12.41033123
345	12.39916381
346	12.39287577
347	12.38603431
348	12.37521687
349	12.36789559
350	12.35942104
351	12.35636696
352	12.35397953
353	12.3497796
354	12.33656304
355	12.32687596
356	12.32144538
357	12.31434571
358	12.30769359
359	12.29720666
360	12.28176611
361	12.27359092
362	12.26405177
363	12.253636
364	12.24308606
365	12.23552525
366	12.22781321
367	12.21839982
368	12.20350526
369	12.19736435
370	12.18479344
371	12.1718246
372	12.1631672
373	12.15313838
374	12.14393766
375	12.13230747
376	12.1253392
377	12.11529603
378	12.10106491
379	12.08347214
380	12.07013007
381	12.06511552
382	12.0560649
383	12.04296979
384	12.03141635
385	12.01798395
386	12.00367595
387	11.99244616
388	11.98385652
389	11.97093081
390	11.96357301
391	11.94761422
392	11.93507983
393	11.92149981
394	11.91052854
395	11.90491448
396	11.89727391
397	11.88127907
398	11.86714774
399	11.85804134
400	11.85381182
401	11.84617687
402	11.83344441
403	11.82218266
404	11.80982122
405	11.80371246
406	11.80062206
407	11.79887628
408	11.79224985
409	11.78019207
410	11.77127906
411	11.77031914
412	11.76137507
413	11.75910365
414	11.74730209
415	11.73528308
416	11.72510352
417	11.70992342
418	11.69994118
419	11.69608172
420	11.69248494
421	11.688541
422	11.68342763
423	11.67363538
424	11.66816933
425	11.66057917
426	11.65801751
427	11.64576656
428	11.63949319
429	11.62891715
430	11.62833438
431	11.61701481
432	11.61596033
433	11.61512994
434	11.60300259
435	11.59648257
436	11.59104737
437	11.58025399
438	11.56563454
439	11.55254965
440	11.53989568
441	11.52881018
442	11.51935852
443	11.51492194
444	11.50941836
445	11.49728496
446	11.49342615
447	11.48752012
448	11.48088032
449	11.47280491
450	11.46883429
451	11.45861878
452	11.44663294
453	11.43294196
454	11.4278912
455	11.42359685
456	11.40961389
457	11.39907018
458	11.38961346
459	11.37409792
460	11.36410476
461	11.35597164
462	11.34308335
463	11.3368076
464	11.32793121
465	11.32716797
466	11.32636217
467	11.32002145
468	11.31603784
469	11.30572497
470	11.29809482
471	11.29265069
472	11.29189234
473	11.2911428
474	11.28548737
475	11.27605498
476	11.26178587
477	11.247233
478	11.23974113
479	11.22867632
480	11.22047141
481	11.21944485
482	11.21526364
483	11.2107178
484	11.19693454
485	11.18990393
486	11.18872696
487	11.17981156
488	11.16951026
489	11.15864974
490	11.14635937
491	11.13327086
492	11.12644502
493	11.12364442
494	11.11486026
495	11.11418297
496	11.11349781
497	11.09822076
498	11.09502638
499	11.08453863
500	11.08280326
501	11.07315993
502	11.06105826
503	11.05382561
504	11.05186395
505	11.03881861
506	11.03561436
507	11.03495448
508	11.02976954
509	11.02130133
510	11.00709912
511	10.99819265
512	10.98743933
513	10.98505815
514	10.97771813
515	10.96671968
516	10.96556336
517	10.95955224
518	10.95347607
519	10.94670467
520	10.94550342
521	10.93690793
522	10.93514396
523	10.92795256
524	10.92527033
525	10.91926885
526	10.90491405
527	10.89335688
528	10.8920343
529	10.88833714
530	10.88241141
531	10.87117667
532	10.87062974
533	10.8584647
534	10.85001565
535	10.84825159
536	10.845869
537	10.83779377
538	10.83721459
539	10.83617439
540	10.82370334
541	10.81340928
542	10.80370121
543	10.80294692
544	10.80040396
545	10.79930812
546	10.79725493
547	10.79321471
548	10.78277817
549	10.77711661
550	10.77270617
551	10.76663782
552	10.76329333
553	10.75061866
554	10.74430283
555	10.74218747
556	10.74164967
557	10.7353227
558	10.73187252
559	10.72680269
560	10.71775308
561	10.71148349
562	10.70525002
563	10.70487445
564	10.6928537
565	10.68337186
566	10.676416
567	10.67390979
568	10.67335097
569	10.66276559
570	10.65474448
571	10.64992602
572	10.6428233
573	10.63634313
574	10.62481884
575	10.61387763
576	10.60167925
577	10.60101767
578	10.59081304
579	10.58586122
580	10.57394587
581	10.56888525
582	10.56460654
583	10.55318264
584	10.54838476
585	10.53532234
586	10.5260315
587	10.51014599
588	10.50636045
589	10.50529329
590	10.49721113
591	10.49502597
592	10.49356059
593	10.49084305
594	10.49041468
595	10.48330007
596	10.48104251
597	10.4751293
598	10.47219171
599	10.45628571
600	10.44239088
601	10.43541093
602	10.43034544
603	10.42086873
604	10.40791756
605	10.40133136
606	10.39753083
607	10.39703798
608	10.38807287
609	10.37663265
610	10.37617545
611	10.36985409
612	10.36353923
613	10.36239155
614	10.3587837
615	10.35178474
616	10.3453377
617	10.33516639
618	10.32353255
619	10.3157953
620	10.30963776
621	10.30073221
622	10.29116208
623	10.28245895
624	10.28055994
625	10.27865952
626	10.27025693
627	10.26724734
628	10.25721905
629	10.24549447
630	10.23425144
631	10.22653107
632	10.21512382
633	10.21457328
634	10.21162042
635	10.20980436
636	10.1966994
637	10.19177581
638	10.18182288
639	10.17330309
640	10.16855518
641	10.15794186
642	10.14948391
643	10.13984669
644	10.13408661
645	10.12712991
646	10.12091165
647	10.12034082
648	10.119407
649	10.11365124
650	10.10744942
651	10.09617606
652	10.08631688
653	10.08556627
654	10.07232248
655	10.06303844
656	10.05904085
657	10.04928769
658	10.04338848
659	10.04041632
660	10.03865742
661	10.03314611
662	10.02983254
663	10.02363791
664	10.01500217
665	10.01293474
666	10.00287079
667	9.993654185
668	9.986313607
669	9.974058625
670	9.967080807
671	9.963119812
672	9.957148351
673	9.950474855
674	9.948125939
675	9.946093566
676	9.940437545
677	9.929232707
678	9.928706664
679	9.919356841
680	9.917711222
681	9.908587817
682	9.901692382
683	9.899973984
684	9.89291026
685	9.884400884
686	9.874383122
687	9.864458448
688	9.855160382
689	9.844227078
690	9.835467406
691	9.824655883
692	9.814777011
693	9.814442319
694	9.804984766
695	9.79507203
696	9.785436032
697	9.78304917
698	9.781537133
699	9.77302237
700	9.764520379
701	9.762617487
702	9.761855284
703	9.755485424
704	9.754994921
705	9.74778853
706	9.742268981
707	9.736056363
708	9.728184489
709	9.721541674
710	9.716182055
711	9.712621147
712	9.704116754
713	9.695937644
714	9.686238962
715	9.675141816
716	9.670897046
717	9.666040604
718	9.665570096
719	9.656734921
720	9.654886464
721	9.643065452
722	9.641213433
723	9.636255489
724	9.626921446
725	9.619215076
726	9.608797692
727	9.603425517
728	9.601606663
729	9.591348644
730	9.589079795
731	9.578212146
732	9.57066042
733	9.561666834
734	9.552109158
735	9.542963824
736	9.539020334
737	9.534124299
738	9.527924934
739	9.519629159
740	9.519324552
741	9.512439854
742	9.507676398
743	9.502299825
744	9.500360914
745	9.495101894
746	9.489457387
747	9.485362863
748	9.482177512
749	9.471905206
750	9.471428559
751	9.465381203
752	9.458989427
753	9.453511233
754	9.446940232
755	9.445111891
756	9.443183013
757	9.43780384
758	9.436058853
759	9.43549984
760	9.430570425
761	9.422249146
762	9.419886376
763	9.415251284
764	9.413427999
765	9.408155367
766	9.406007287
767	9.399042738
768	9.391465167
769	9.385967879
770	9.385394489
771	9.371983579
772	9.371260836
773	9.366339366
774	9.358892313
775	9.353905486
776	9.34256479
777	9.335473839
778	9.333133409
779	9.332755629
780	9.32788956
781	9.32360886
782	9.317938361
783	9.311024629
784	9.31072637
785	9.305558818
786	9.297801772
787	9.292147177
788	9.286720127
789	9.284034416
790	9.277469905
791	9.270620447
792	9.268435839
793	9.265595746
794	9.26524742
795	9.259825869
796	9.25853995
797	9.255331936
798	9.245726607
799	9.243012752
800	9.23826365
801	9.228083122
802	9.222648419
803	9.217511254
804	9.215509533
805	9.20853848
806	9.199880463
807	9.192039057
808	9.183842027
809	9.179190846
810	9.170650706
811	9.168902691
812	9.167348665
813	9.159643345
814	9.154187362
815	9.151044825
816	9.139752938
817	9.131132945
818	9.130914665
819	9.126021691
820	9.116519358
821	9.112023796
822	9.104001147
823	9.101719324
824	9.091762886
825	9.085914044
826	9.079876103
827	9.074453658
828	9.071853372
829	9.071075856
830	9.064406798
831	9.058808454
832	9.050767745
833	9.044388375
834	9.038670483
835	9.033520231
836	9.024038331
837	9.014441951
838	9.01305935
839	9.007724206
840	9.002975469
841	9.001597794
842	8.998085566
843	8.996566628
844	8.987187912
845	8.981535278
846	8.972256202
847	8.966076743
848	8.958528623
849	8.950404983
850	8.942163846
851	8.939352479
852	8.930180812
853	8.922396617
854	8.921463123
855	8.912470723
856	8.907713354
857	8.904367764
858	8.899098917
859	8.898004676
860	8.894765643
861	8.893224056
862	8.892803803
863	8.885592387
864	8.878936824
865	8.8786678
866	8.873251304
867	8.870552621
868	8.862909977
869	8.860209492
870	8.859965165
871	8.85854978
872	8.854278882
873	8.843232426
874	8.834025536
875	8.83074141
876	8.826145267
877	8.818494356
878	8.816706713
879	8.815502407
880	8.810712538
881	8.809455601
882	8.809160846
883	8.801195215
884	8.798594689
885	8.790943738
886	8.784019734
887	8.777088103
888	8.769209439
889	8.766686829
890	8.761159185
891	8.753982717
892	8.752238131
893	8.749785579
894	8.744056125
895	8.741176542
896	8.737732165
897	8.730056198
898	8.72504744
899	8.722561865
900	8.71598894
901	8.710907203
902	8.709170821
903	8.702078831
904	8.693684889
905	8.688607962
906	8.686415265
907	8.686041664
908	8.68586864
909	8.684570355
910	8.679682104
911	8.677961481
912	8.672994074
913	8.668764881
914	8.66090905
915	8.651230318
916	8.643205333
917	8.636616524
918	8.629807058
919	8.628801114
920	8.627714969
921	8.623924692
922	8.622229877
923	8.61784503
924	8.613570284
925	8.60845592
926	8.600661142
927	8.600153533
928	8.593125782
929	8.592297541
930	8.589783005
931	8.585728414
932	8.583824508
933	8.574224208
934	8.567620922
935	8.564466487
936	8.559999006
937	8.553843382
938	8.552513099
939	8.545623769
940	8.543541577
941	8.53920952
942	8.532136459
943	8.522822664
944	8.517349482
945	8.513222743
946	8.511388086
947	8.506513539
948	8.498065303
949	8.492807522
950	8.490898108
951	8.486461255
952	8.481451953
953	8.481012013
954	8.475656902
955	8.467247885
956	8.465805997
957	8.458411123
958	8.455789048
959	8.447081673
960	8.443990683
961	8.439622568
962	8.436624554
963	8.429977613
964	8.42385812
965	8.420583924
966	8.418247818
967	8.410537858
968	8.406766804
969	8.400417255
970	8.398104833
971	8.39588026
972	8.394842731
973	8.389753101
974	8.385530593
975	8.380230776
976	8.375794903
977	8.371681232
978	8.37144649
979	8.368976591
980	8.364702412
981	8.354463008
982	8.347106077
983	8.346925157
984	8.345024943
985	8.341286189
986	8.338157299
987	8.328859744
988	8.327765555
989	8.323082688
990	8.322895966
991	8.314992495
992	8.311081588
993	8.306869508
994	8.301708158
995	8.298003492
996	8.296897283
997	8.294812606
998	8.286293845
999	8.280489389
1000	8.274282377
1001	8.267914803
1002	8.264396486
1003	8.258627387
1004	8.257312059
1005	8.253004163
1006	8.244984176
1007	8.240351941
1008	8.23836481
1009	8.233486772
1010	8.232310116
1011	8.228826787
1012	8.223894457
1013	8.220868287
1014	8.21231083
1015	8.207485295
1016	8.205164744
1017	8.20092039
1018	8.195351284
1019	8.188342567
1020	8.184389609
1021	8.177204923
1022	8.170519381
1023	8.163037667
1024	8.161639624
1025	8.158537807
1026	8.153607565
1027	8.147455187
1028	8.140017671
1029	8.137919986
1030	8.133279975
1031	8.129595566
1032	8.126251854
1033	8.120441217
1034	8.118866012
1035	8.114777714
1036	8.109310665
1037	8.107859897
1038	8.102987332
1039	8.098735708
1040	8.096610703
1041	8.091467935
1042	8.084553884
1043	8.077262828
1044	8.073983372
1045	8.068299013
1046	8.064184607
1047	8.05835573
1048	8.054250918
1049	8.047119756
1050	8.042272683
1051	8.040490812
1052	8.033654089
1053	8.029338749
1054	8.025891469
1055	8.021457401
1056	8.017138605
1057	8.011211067
1058	8.004222499
1059	8.001049725
1060	7.993354385
1061	7.990203033
1062	7.988301411
1063	7.985945879
1064	7.978142309
1065	7.971266995
1066	7.966448065
1067	7.965141154
1068	7.962416941
1069	7.953821715
1070	7.950658735
1071	7.942737917
1072	7.936852193
1073	7.932273994
1074	7.927272559
1075	7.920468614
1076	7.916177489
1077	7.908464432
1078	7.907290409
1079	7.903806213
1080	7.902636672
1081	7.902552109
1082	7.896945833
1083	7.889541377
1084	7.88764891
1085	7.879305174
1086	7.87427908
1087	7.867223293
1088	7.859196323
1089	7.852052747
1090	7.847126111
1091	7.83850521
1092	7.834918367
1093	7.834840511
1094	7.831487981
1095	7.825352787
1096	7.821779325
1097	7.816761882
1098	7.810740079
1099	7.806770191
1100	7.8006601
1101	7.797294255
1102	7.79188073
1103	7.787109579
1104	7.785897244
1105	7.784614176
1106	7.77403422
